   3.50E+05 0.00E+00 2.52E-05 1.25E-07 2.63E-05 9.59E-17 3.47E-03 1.30E-04 3.31E-06 2.37E-07 1.11E-05 3.17E-09
   6.50E+05 0.00E+00 2.84E-05 1.89E-07 3.74E-05 1.14E-09 3.83E-03 1.52E-04 4.50E-06 4.68E-07 1.21E-05 1.28E-07
   9.50E+05 5.92-135 3.11E-05 2.51E-07 4.74E-05 1.89E-08 4.16E-03 1.70E-04 5.60E-06 8.11E-07 1.31E-05 1.77E-08
   1.25E+06 8.57E-77 3.38E-05 2.81E-07 5.26E-05 3.74E-08 4.47E-03 1.86E-04 6.02E-06 9.53E-07 1.37E-05 2.22E-08
   1.55E+06 1.94E-50 3.66E-05 3.10E-07 5.77E-05 7.21E-08 4.74E-03 2.04E-04 6.41E-06 1.09E-06 1.42E-05 2.69E-08
   1.85E+06 5.37E-34 3.92E-05 3.37E-07 6.24E-05 1.30E-07 4.94E-03 2.20E-04 6.78E-06 1.24E-06 1.47E-05 3.25E-08
   2.15E+06 1.02E-23 4.13E-05 3.62E-07 6.66E-05 2.22E-07 5.08E-03 2.34E-04 7.13E-06 1.39E-06 1.53E-05 3.92E-08
   2.45E+06 2.83E-17 4.30E-05 3.84E-07 7.02E-05 3.52E-07 5.18E-03 2.45E-04 7.47E-06 1.55E-06 1.59E-05 4.71E-08
   2.75E+06 3.20E-13 4.42E-05 4.06E-07 7.33E-05 5.18E-07 5.25E-03 2.54E-04 7.79E-06 1.71E-06 1.65E-05 5.60E-08
   3.05E+06 1.16E-10 4.50E-05 4.25E-07 7.60E-05 7.05E-07 5.29E-03 2.59E-04 8.09E-06 1.87E-06 1.72E-05 6.53E-08
   3.35E+06 4.92E-09 4.55E-05 4.42E-07 7.83E-05 8.94E-07 5.32E-03 2.63E-04 8.35E-06 2.00E-06 1.77E-05 7.43E-08
   3.65E+06 5.38E-08 4.58E-05 4.58E-07 8.02E-05 1.07E-06 5.33E-03 2.66E-04 8.58E-06 2.13E-06 1.83E-05 8.30E-08
   3.95E+06 2.50E-07 4.60E-05 4.72E-07 8.19E-05 1.23E-06 5.34E-03 2.68E-04 8.78E-06 2.24E-06 1.87E-05 9.11E-08
   4.25E+06 6.77E-07 4.61E-05 4.83E-07 8.33E-05 1.36E-06 5.35E-03 2.69E-04 8.95E-06 2.33E-06 1.91E-05 9.84E-08
   4.55E+06 1.28E-06 4.62E-05 4.93E-07 8.45E-05 1.47E-06 5.35E-03 2.71E-04 9.09E-06 2.41E-06 1.95E-05 1.05E-07
   4.85E+06 1.94E-06 4.62E-05 5.02E-07 8.54E-05 1.56E-06 5.36E-03 2.71E-04 9.21E-06 2.48E-06 1.98E-05 1.10E-07
   5.15E+06 2.55E-06 4.63E-05 5.09E-07 8.62E-05 1.63E-06 5.36E-03 2.72E-04 9.30E-06 2.53E-06 2.00E-05 1.15E-07
   5.45E+06 3.09E-06 4.63E-05 5.14E-07 8.69E-05 1.69E-06 5.36E-03 2.73E-04 9.38E-06 2.57E-06 2.02E-05 1.19E-07
   5.75E+06 3.53E-06 4.63E-05 5.19E-07 8.74E-05 1.74E-06 5.36E-03 2.73E-04 9.44E-06 2.61E-06 2.04E-05 1.22E-07
   6.05E+06 3.87E-06 4.64E-05 5.23E-07 8.79E-05 1.77E-06 5.36E-03 2.73E-04 9.48E-06 2.63E-06 2.05E-05 1.24E-07
   6.35E+06 4.14E-06 4.64E-05 5.26E-07 8.82E-05 1.80E-06 5.36E-03 2.74E-04 9.51E-06 2.65E-06 2.06E-05 1.26E-07
   6.65E+06 4.33E-06 4.64E-05 5.28E-07 8.85E-05 1.82E-06 5.36E-03 2.74E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   6.95E+06 4.48E-06 4.64E-05 5.29E-07 8.86E-05 1.83E-06 5.36E-03 2.74E-04 9.54E-06 2.66E-06 2.07E-05 1.27E-07
   7.25E+06 4.59E-06 4.64E-05 5.30E-07 8.87E-05 1.84E-06 5.36E-03 2.74E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
