 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
 N = 33  EMAX = 4.26E-11 FOR O2Q     AT Z = 5.35E+06 U = 2.15E-06 RHS =-9.15E-17
 N = 34  EMAX = 2.67E-11 FOR Q       AT Z = 5.55E+06 U = 1.74E-07 RHS = 4.65E-18
 N = 35  EMAX = 1.79E-11 FOR Q       AT Z = 3.65E+06 U = 1.42E-09 RHS = 2.54E-20
 N = 36  EMAX = 1.19E-10 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS = 2.16E-12
 N = 37  EMAX = 7.17E-11 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS =-1.30E-12
 N = 38  EMAX = 3.69E-11 FOR Q       AT Z = 4.75E+06 U = 5.44E-08 RHS = 2.01E-18
 N = 39  EMAX = 3.87E-11 FOR O2Q     AT Z = 3.85E+06 U = 1.47E-05 RHS =-5.70E-16
 N = 40  EMAX = 3.24E-11 FOR CH3QO   AT Z = 4.15E+06 U = 2.44E-12 RHS = 7.91E-23
 N = 41  EMAX = 7.02E-11 FOR Q       AT Z = 8.75E+06 U = 1.27E-03 RHS =-8.89E-14
 N = 42  EMAX = 6.86E-11 FOR Q       AT Z = 8.65E+06 U = 8.09E-04 RHS = 5.55E-14
 N = 43  EMAX = 2.39E-11 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS = 4.31E-13
 N = 44  EMAX = 3.20E-11 FOR Q       AT Z = 8.95E+06 U = 2.63E-03 RHS = 8.43E-14
 N = 45  EMAX = 2.70E-11 FOR Q       AT Z = 8.95E+06 U = 2.63E-03 RHS =-7.11E-14
 N = 46  EMAX = 4.49E-11 FOR Q       AT Z = 9.35E+06 U = 7.60E-03 RHS =-3.41E-13
 N = 47  EMAX = 2.69E-11 FOR Q       AT Z = 5.45E+06 U = 1.56E-07 RHS =-4.19E-18
 N = 48  EMAX = 9.74E-11 FOR Q       AT Z = 9.45E+06 U = 9.34E-03 RHS = 9.10E-13
 N = 49  EMAX = 7.60E-11 FOR Q       AT Z = 9.15E+06 U = 4.72E-03 RHS =-3.59E-13
 N = 50  EMAX = 1.02E-10 FOR HOQ     AT Z = 9.85E+06 U = 2.22E-12 RHS = 2.26E-22
 N = 51  EMAX = 1.84E-10 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS =-3.32E-12
 N = 52  EMAX = 7.01E-11 FOR HOQ     AT Z = 9.55E+06 U = 6.03E-12 RHS = 4.22E-22
 N = 53  EMAX = 1.24E-11 FOR Q       AT Z = 4.85E+06 U = 6.55E-08 RHS =-8.12E-19
 N = 54  EMAX = 1.85E-11 FOR OQ      AT Z = 9.55E+06 U = 4.00E-01 RHS =-7.38E-12
 N = 55  EMAX = 4.81E-11 FOR OQ      AT Z = 9.95E+06 U = 3.84E-01 RHS =-1.85E-11
 N = 56  EMAX = 7.72E-11 FOR Q       AT Z = 9.95E+06 U = 2.06E-02 RHS = 1.59E-12
 N = 57  EMAX = 2.73E-11 FOR Q       AT Z = 8.95E+06 U = 2.63E-03 RHS = 7.18E-14
 N = 58  EMAX = 8.75E-11 FOR OQ      AT Z = 9.95E+06 U = 3.84E-01 RHS =-3.36E-11
 N = 59  EMAX = 6.99E-11 FOR HOQ     AT Z = 9.95E+06 U = 1.63E-12 RHS = 1.14E-22
 N = 60  EMAX = 4.02E-11 FOR Q       AT Z = 5.95E+06 U = 2.54E-07 RHS = 1.02E-17
 N = 61  EMAX = 3.26E-11 FOR CH3OQH  AT Z = 4.50E+05 U = 7.68E-10 RHS =-2.50E-20
 N = 62  EMAX = 3.25E-11 FOR Q       AT Z = 8.50E+05 U = 7.37E-16 RHS = 2.40E-26
 N = 63  EMAX = 7.26E-11 FOR HOQ     AT Z = 9.65E+06 U = 4.28E-12 RHS =-3.10E-22
 N = 64  EMAX = 9.01E-11 FOR OQ      AT Z = 9.85E+06 U = 3.89E-01 RHS = 3.50E-11
 N = 65  EMAX = 8.22E-11 FOR Q       AT Z = 9.95E+06 U = 2.06E-02 RHS =-1.69E-12
 N = 66  EMAX = 4.93E-11 FOR OQ      AT Z = 9.95E+06 U = 3.84E-01 RHS = 1.90E-11
 N = 67  EMAX = 4.10E-11 FOR Q       AT Z = 9.25E+06 U = 6.06E-03 RHS =-2.49E-13
 N = 68  EMAX = 5.77E-11 FOR Q       AT Z = 9.25E+06 U = 6.06E-03 RHS = 3.49E-13
 N = 69  EMAX = 8.60E-11 FOR Q       AT Z = 9.35E+06 U = 7.60E-03 RHS =-6.53E-13
 N = 70  EMAX = 1.22E-10 FOR Q       AT Z = 9.35E+06 U = 7.60E-03 RHS = 9.30E-13
 N = 71  EMAX = 1.12E-10 FOR Q       AT Z = 9.95E+06 U = 2.06E-02 RHS =-2.31E-12
 N = 72  EMAX = 7.58E-11 FOR Q       AT Z = 8.95E+06 U = 2.63E-03 RHS = 2.00E-13
 N = 73  EMAX = 4.96E-11 FOR Q       AT Z = 8.85E+06 U = 1.87E-03 RHS =-9.27E-14
 N = 74  EMAX = 4.64E-11 FOR OQ      AT Z = 9.95E+06 U = 3.84E-01 RHS =-1.78E-11
 N = 75  EMAX = 1.17E-10 FOR OQ      AT Z = 9.85E+06 U = 3.89E-01 RHS = 4.55E-11
 N = 76  EMAX = 9.84E-11 FOR OQ      AT Z = 9.45E+06 U = 4.03E-01 RHS =-3.96E-11
 N = 77  EMAX = 4.06E-11 FOR HOQ     AT Z = 8.85E+06 U = 1.02E-10 RHS = 4.14E-21
 N = 78  EMAX = 2.22E-11 FOR HOQ     AT Z = 9.35E+06 U = 1.24E-11 RHS = 2.76E-22
 N = 79  EMAX = 6.14E-11 FOR Q       AT Z = 4.45E+06 U = 2.75E-08 RHS =-1.69E-18
 N = 80  EMAX = 4.53E-11 FOR Q       AT Z = 9.15E+06 U = 4.72E-03 RHS = 2.14E-13
 N = 81  EMAX = 6.26E-11 FOR Q       AT Z = 8.95E+06 U = 2.63E-03 RHS =-1.65E-13
 N = 82  EMAX = 5.94E-12 FOR Q       AT Z = 4.35E+06 U = 2.08E-08 RHS = 1.24E-19
 N = 83  EMAX = 2.82E-11 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS = 5.09E-13
 N = 84  EMAX = 2.54E-11 FOR Q       AT Z = 9.95E+06 U = 2.06E-02 RHS =-5.23E-13
 N = 85  EMAX = 5.32E-11 FOR Q       AT Z = 9.95E+06 U = 2.06E-02 RHS = 1.09E-12
 N = 86  EMAX = 1.71E-11 FOR Q       AT Z = 9.05E+06 U = 3.58E-03 RHS =-6.12E-14
 N = 87  EMAX = 6.48E-11 FOR OQ      AT Z = 9.55E+06 U = 4.00E-01 RHS =-2.59E-11
 N = 88  EMAX = 2.56E-11 FOR HOQ     AT Z = 9.35E+06 U = 1.24E-11 RHS = 3.18E-22
 N = 89  EMAX = 1.52E-11 FOR Q       AT Z = 9.85E+06 U = 1.81E-02 RHS = 2.75E-13
 N = 90  EMAX = 6.96E-11 FOR HOQ     AT Z = 9.45E+06 U = 8.58E-12 RHS = 5.97E-22
 N = 91  EMAX = 5.95E-11 FOR Q       AT Z = 9.25E+06 U = 6.06E-03 RHS =-3.60E-13
 N = 92  EMAX = 8.23E-11 FOR Q       AT Z = 9.75E+06 U = 1.57E-02 RHS = 1.29E-12
 N = 93  EMAX = 1.28E-10 FOR Q       AT Z = 9.75E+06 U = 1.57E-02 RHS =-2.00E-12
 N = 94  EMAX = 8.58E-11 FOR Q       AT Z = 9.25E+06 U = 6.06E-03 RHS = 5.20E-13
 N = 95  EMAX = 5.55E-11 FOR Q       AT Z = 9.75E+06 U = 1.57E-02 RHS =-8.68E-13
 N = 96  EMAX = 2.28E-11 FOR OQ      AT Z = 9.95E+06 U = 3.84E-01 RHS = 8.76E-12
 N = 97  EMAX = 3.57E-11 FOR HOQ     AT Z = 9.95E+06 U = 1.63E-12 RHS =-5.80E-23
 N = 98  EMAX = 3.43E-11 FOR Q       AT Z = 9.65E+06 U = 1.34E-02 RHS = 4.60E-13
 N = 99  EMAX = 2.86E-11 FOR Q       AT Z = 9.65E+06 U = 1.34E-02 RHS =-3.83E-13
 N =100  EMAX = 2.36E-11 FOR Q       AT Z = 9.75E+06 U = 1.57E-02 RHS = 3.70E-13


 MIXING RATIO OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    2.05278E-10 4.98642E-17 1.37069E-02 6.65793E-14 2.97733E-11 3.19648E-09 2.79491E-08 1.39745E-08 1.10909E-07
    5.49238E-11 9.67066E-16 6.73968E-05 1.60831E-13 1.21245E-11 5.38019E-10 1.33184E-07 6.65920E-08 5.04716E-08
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    2.05279E-10 4.98649E-17 1.37069E-02 6.65782E-14 1.48869E-11 1.59826E-09 1.39748E-08 1.39748E-08 1.10910E-07
    5.49256E-11 9.67080E-16 6.73968E-05 1.60833E-13 6.06234E-12 2.69014E-10 6.65930E-08 6.65930E-08 5.04718E-08
 
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    1.27446E-09 1.27446E-09 8.61593E-12 8.61593E-12 2.95629E-07 3.77893E-12 1.63189E-11 5.43424E-14 1.97521E-10
    1.10523E-10 1.10523E-10 1.44761E-12 1.44761E-12 2.94936E-07 2.25825E-11 2.99741E-11 2.43742E-13 9.07217E-10
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    1.27447E-09 1.27447E-09 8.61598E-12 8.61598E-12 2.95629E-07 3.77898E-12 8.15958E-12 2.71712E-14 6.58411E-11
    1.10527E-10 1.10527E-10 1.44766E-12 1.44766E-12 2.94936E-07 2.25828E-11 1.49873E-11 1.21873E-13 3.02410E-10
 
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    3.28235E-13 3.28234E-13 1.12566E-14 7.39914E-17 1.84979E-17 4.19994E-01 4.73182E-20 5.51629E-11 8.76995E-12 6.15874E-14 8.00000E-04
    1.25430E-10 1.25430E-10 1.98792E-14 4.42988E-14 1.10747E-14 4.20055E-01 1.68104E-18 2.83791E-10 5.22173E-11 2.33479E-13 8.62029E-04
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    1.64120E-13 1.64120E-13 3.75224E-15 1.84981E-17 1.84981E-17 2.10000E-01 4.73189E-20 2.75815E-11 2.19250E-12 6.15883E-14 4.00000E-04
    6.27160E-11 6.27160E-11 6.62649E-15 1.10749E-14 1.10749E-14 2.10031E-01 1.68107E-18 1.41896E-10 1.30545E-11 2.33483E-13 4.31015E-04


 NUMBER DENSITY OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    4.92811E+09 1.19709E+03 3.29062E+17 1.59837E+06 7.14769E+08 7.67379E+10 6.70975E+11 3.35487E+11 2.66261E+12
    5.02909E+08 8.85492E+03 6.17118E+14 1.47264E+06 1.11018E+08 4.92636E+09 1.21950E+12 6.09748E+11 4.62143E+11
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    4.92815E+09 1.19711E+03 3.29062E+17 1.59835E+06 3.57389E+08 3.83695E+10 3.35492E+11 3.35492E+11 2.66261E+12
    5.02925E+08 8.85506E+03 6.17118E+14 1.47267E+06 5.55098E+07 2.46322E+09 6.09757E+11 6.09757E+11 4.62144E+11
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    3.05959E+10 3.05959E+10 2.06843E+08 2.06843E+08 7.09718E+12 9.07208E+07 3.91769E+08 1.30460E+06 4.74190E+09
    1.01200E+09 1.01200E+09 1.32550E+07 1.32550E+07 2.70058E+12 2.06776E+08 2.74458E+08 2.23182E+06 8.30692E+09
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    3.05961E+10 3.05961E+10 2.06844E+08 2.06844E+08 7.09718E+12 9.07221E+07 1.95887E+08 6.52299E+05 1.58065E+09
    1.01204E+09 1.01204E+09 1.32555E+07 1.32555E+07 2.70057E+12 2.06779E+08 1.37231E+08 1.11593E+06 2.76901E+09
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    3.93997E+06 7.87993E+06 2.70237E+05 1.77631E+03 4.44079E+02 1.00828E+19 1.13597E+00 1.32430E+09 2.10540E+08 1.47853E+06 1.92056E+16
    1.14850E+09 1.14850E+09 1.82023E+05 4.05621E+05 1.01405E+05 3.84623E+18 1.53924E+01 2.59853E+09 4.78127E+08 2.13785E+06 7.89315E+15
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    3.94002E+06 3.94002E+06 9.00801E+04 4.44085E+02 4.44085E+02 5.04148E+18 1.13599E+00 6.62149E+08 5.26354E+07 1.47855E+06 9.60281E+15
    5.74258E+08 5.74258E+08 6.06753E+04 1.01407E+05 1.01407E+05 1.92314E+18 1.53927E+01 1.29927E+09 1.19533E+08 2.13788E+06 3.94658E+15
 
      Q1D         H3CQ          HCQ       SQ21        SQ23        HSO2Q         SO2Q
    4.99672E-03 3.19352E+01 4.91464E-03 4.29317E-04 3.12108E-03 1.43383E-03 1.51444E+00
    2.55621E-02 2.17777E+01 1.36842E-03 3.30396E-03 2.36193E-02 1.01021E-02 1.62207E+03
      O1D         H3CO          HCO       SO21        SO23         HSO3         SO3
    4.99728E-03 3.19358E+01 4.91465E-03 2.14668E-04 1.56061E-03 4.77927E-04 5.04797E-01
    2.55630E-02 2.17782E+01 1.36844E-03 1.65211E-03 1.18106E-02 3.36729E-03 5.40680E+02
 
          MIXING RATIO OF ISOTOPIC SPECIES
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
   0.5   2.0528E-10  4.9864E-17  1.3707E-02  6.6579E-14  2.9773E-11  3.1965E-09  2.7949E-08  1.3975E-08  1.1091E-07  1.2745E-09
   1.5   2.1255E-10  7.0812E-17  8.9056E-03  8.1219E-14  3.0233E-11  3.2847E-09  3.4074E-08  1.7037E-08  9.9020E-08  1.2692E-09
   2.5   2.1049E-10  1.0437E-16  5.6523E-03  9.8564E-14  3.0225E-11  3.2139E-09  4.3107E-08  2.1553E-08  8.8783E-08  1.1796E-09
   3.5   1.9788E-10  1.5375E-16  3.3519E-03  1.1520E-13  2.9105E-11  2.8979E-09  5.4534E-08  2.7267E-08  8.0049E-08  9.9269E-10
   5.5   1.5092E-10  3.1001E-16  1.0428E-03  1.4380E-13  2.4301E-11  1.9367E-09  8.0949E-08  4.0475E-08  6.6438E-08  5.5985E-10
   7.5   9.0616E-11  5.6064E-16  2.8560E-04  1.4589E-13  1.7774E-11  1.0776E-09  1.0706E-07  5.3531E-08  5.7034E-08  2.6883E-10
   9.5   5.4924E-11  9.6707E-16  6.7397E-05  1.6083E-13  1.2124E-11  5.3802E-10  1.3318E-07  6.6592E-08  5.0472E-08  1.1052E-10
  11.5   3.0300E-11  1.9095E-15  1.2183E-05  1.8494E-13  6.3376E-12  1.6518E-10  1.8657E-07  9.3287E-08  4.2283E-08  2.4924E-11
  13.5   2.2404E-11  7.4742E-15  9.8643E-06  1.9608E-13  3.6580E-12  2.7942E-11  3.8901E-07  1.9451E-07  2.8702E-08  4.7198E-12
  15.5   1.8431E-11  3.3103E-14  1.0012E-05  2.1996E-13  2.8614E-12  1.0628E-11  9.1496E-07  4.5748E-07  1.7346E-08  1.6905E-12
  17.5   1.7569E-11  1.2617E-13  1.0252E-05  2.9466E-13  3.6273E-12  1.1654E-11  1.8503E-06  9.2514E-07  1.1740E-08  1.2748E-12
  19.5   1.9065E-11  4.1637E-13  1.0554E-05  4.6561E-13  6.0785E-12  2.2286E-11  3.2328E-06  1.6164E-06  9.4394E-09  1.5733E-12
  21.5   2.3163E-11  1.2609E-12  1.0879E-05  8.3681E-13  1.2075E-11  5.7593E-11  5.0621E-06  2.5311E-06  8.5951E-09  2.6665E-12
  23.5   3.0125E-11  3.6579E-12  1.1209E-05  1.6397E-12  2.6230E-11  1.6744E-10  7.4092E-06  3.7046E-06  8.3032E-09  5.1895E-12
  25.5   3.8810E-11  1.0193E-11  1.1536E-05  3.3360E-12  5.5614E-11  4.4467E-10  1.0373E-05  5.1864E-06  8.1224E-09  9.1545E-12
  27.5   4.8331E-11  2.7497E-11  1.1862E-05  6.9148E-12  1.1020E-10  9.8581E-10  1.3904E-05  6.9520E-06  7.9021E-09  1.3423E-11
  29.5   5.7058E-11  7.1064E-11  1.2186E-05  1.4535E-11  1.9827E-10  1.7192E-09  1.7492E-05  8.7459E-06  7.5701E-09  1.5720E-11
  31.5   6.2589E-11  1.7440E-10  1.2504E-05  3.0860E-11  3.1823E-10  2.2837E-09  2.0181E-05  1.0091E-05  7.0877E-09  1.4719E-11
  33.5   6.4708E-11  4.1209E-10  1.2806E-05  6.4752E-11  4.5158E-10  2.2695E-09  2.0727E-05  1.0364E-05  6.5906E-09  1.1500E-11
  35.5   6.3718E-11  9.4541E-10  1.3080E-05  1.2928E-10  5.6524E-10  1.7424E-09  1.8985E-05  9.4927E-06  6.1371E-09  7.8972E-12
  37.5   5.9246E-11  2.1399E-09  1.3304E-05  2.4539E-10  6.5289E-10  1.1821E-09  1.6270E-05  8.1351E-06  5.6417E-09  5.1652E-12
  39.5   5.3249E-11  4.9064E-09  1.3467E-05  4.3858E-10  7.3792E-10  8.0930E-10  1.3125E-05  6.5627E-06  5.1906E-09  3.5402E-12
  41.5   4.6586E-11  1.0772E-08  1.3560E-05  6.8115E-10  8.4059E-10  6.2668E-10  1.0106E-05  5.0529E-06  4.9316E-09  2.7437E-12
  43.5   3.9862E-11  2.0815E-08  1.3584E-05  8.9026E-10  9.4913E-10  5.3982E-10  7.5722E-06  3.7861E-06  5.0038E-09  2.3952E-12
  45.5   3.3695E-11  3.5209E-08  1.3541E-05  1.0317E-09  1.0399E-09  4.7650E-10  5.6072E-06  2.8036E-06  5.5107E-09  2.2218E-12
  47.5   2.8253E-11  5.4426E-08  1.3440E-05  1.1255E-09  1.1122E-09  4.1900E-10  4.1736E-06  2.0868E-06  6.5217E-09  2.1183E-12
  49.5   2.2672E-11  7.7548E-08  1.3285E-05  1.2153E-09  1.1871E-09  3.8831E-10  3.2836E-06  1.6418E-06  8.1003E-09  1.9616E-12
  51.5   1.8274E-11  1.0645E-07  1.3082E-05  1.3098E-09  1.2711E-09  3.6803E-10  2.6069E-06  1.3035E-06  1.0656E-08  1.8248E-12
  53.5   1.4550E-11  1.3833E-07  1.2844E-05  1.4353E-09  1.3828E-09  3.7407E-10  2.1454E-06  1.0727E-06  1.4630E-08  1.6478E-12
  55.5   1.1692E-11  1.7426E-07  1.2578E-05  1.6029E-09  1.5366E-09  3.9976E-10  1.7504E-06  8.7522E-07  2.0838E-08  1.4825E-12
  57.5   9.5179E-12  2.1343E-07  1.2287E-05  1.8368E-09  1.7592E-09  4.4918E-10  1.3866E-06  6.9328E-07  3.0337E-08  1.3397E-12
  59.5   7.8015E-12  2.5412E-07  1.1974E-05  2.1720E-09  2.0850E-09  5.3496E-10  1.0632E-06  5.3159E-07  4.4461E-08  1.2080E-12
  61.5   6.3855E-12  2.9650E-07  1.1640E-05  2.6413E-09  2.5444E-09  6.7256E-10  7.9353E-07  3.9677E-07  6.4901E-08  1.0729E-12
  63.5   4.8988E-12  3.2739E-07  1.1291E-05  3.2662E-09  3.1133E-09  9.1691E-10  6.4803E-07  3.2402E-07  9.3409E-08  8.8356E-13
  65.5   5.5073E-12  3.9278E-07  1.0923E-05  4.1581E-09  3.9972E-09  1.2093E-09  4.3456E-07  2.1728E-07  1.3309E-07  7.6345E-13
  67.5   1.0881E-11  4.4732E-07  1.0519E-05  5.5110E-09  5.2851E-09  1.7410E-09  3.0366E-07  1.5183E-07  1.8835E-07  6.4198E-13
  69.5   2.6640E-11  4.9944E-07  1.0080E-05  7.7653E-09  7.3835E-09  2.6867E-09  2.0533E-07  1.0266E-07  2.6218E-07  5.2633E-13
  71.5   5.5685E-11  5.6721E-07  9.6063E-06  1.1283E-08  1.0503E-08  4.0718E-09  1.3761E-07  6.8803E-08  3.5729E-07  4.1980E-13
  73.5   9.5843E-11  6.8886E-07  9.0530E-06  1.5957E-08  1.4298E-08  5.6267E-09  9.3344E-08  4.6672E-08  4.8601E-07  3.1804E-13
  75.5   1.4164E-10  9.0598E-07  8.3626E-06  2.1132E-08  1.7848E-08  6.8442E-09  6.6250E-08  3.3125E-08  6.6924E-07  2.1730E-13
  77.5   1.8618E-10  1.2924E-06  7.5389E-06  2.5704E-08  2.0115E-08  7.2100E-09  4.9075E-08  2.4537E-08  9.2060E-07  1.3088E-13
  79.5   2.1399E-10  1.8344E-06  6.6025E-06  3.4150E-08  2.3696E-08  6.7284E-09  3.3824E-08  1.6912E-08  1.2544E-06  6.7918E-14
  81.5   2.6068E-10  1.3713E-05  5.4627E-06  1.3035E-08  9.5232E-09  3.1405E-09  9.1426E-08  4.5713E-08  1.6941E-06  2.5915E-14
  83.5   1.5612E-10  1.2330E-04  4.3170E-06  3.2096E-09  1.7760E-09  9.4156E-10  3.5180E-07  1.7590E-07  2.1969E-06  8.9788E-15
  85.5   7.0039E-11  4.8143E-04  3.3482E-06  1.4940E-09  4.9230E-10  2.7279E-10  7.3667E-07  3.6834E-07  2.7227E-06  3.0893E-15
  87.5   3.3897E-11  1.2659E-03  2.5723E-06  8.2432E-10  1.6591E-10  7.8022E-11  1.0263E-06  5.1316E-07  3.2621E-06  1.0686E-15
  89.5   1.9392E-11  2.6339E-03  1.9653E-06  4.8482E-10  6.4452E-11  2.1960E-11  1.1852E-06  5.9262E-07  3.8123E-06  3.7126E-16
  91.5   1.1270E-11  4.7175E-03  1.4990E-06  2.7779E-10  2.7197E-11  6.0797E-12  1.0981E-06  5.4904E-07  4.3708E-06  1.3009E-16
  93.5   7.3077E-12  7.5969E-03  1.1460E-06  1.5924E-10  1.2416E-11  1.6555E-12  9.3700E-07  4.6850E-07  4.9364E-06  4.5929E-17
  95.5   5.1764E-12  1.1273E-02  8.8738E-07  8.9958E-11  6.0262E-12  4.4962E-13  7.3462E-07  3.6731E-07  5.5029E-06  1.6478E-17
  97.5   3.9541E-12  1.5659E-02  7.0999E-07  4.9683E-11  3.0707E-12  1.2625E-13  5.2800E-07  2.6400E-07  6.0634E-06  6.2417E-18
  99.5   3.2577E-12  2.0575E-02  6.0748E-07  2.6882E-11  1.6272E-12  4.8525E-14  3.4934E-07  1.7467E-07  6.6102E-06  3.1481E-18
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
 
   TPI   1.7684E+11  1.1665E+20  6.4606E+11  7.9640E+12  1.3584E+13  3.6284E+11  6.6379E+15  3.3189E+15  1.7645E+11  1.7057E+11
   TLI   1.7585E+11  1.1665E+20  3.4229E+11  7.9640E+12  1.3584E+13  3.4750E+11  6.6378E+15  3.3189E+15  5.2249E+11  1.6445E+11
 
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
   0.5   1.2745E-09  8.6159E-12  8.6159E-12  2.9563E-07  3.7789E-12  1.6319E-11  5.4342E-14  1.9752E-10  3.2823E-13  3.2823E-13
   1.5   1.2692E-09  8.4718E-12  8.4718E-12  2.9558E-07  4.6816E-12  1.8762E-11  7.3177E-14  3.0221E-10  8.3025E-13  8.3024E-13
   2.5   1.1796E-09  8.0958E-12  8.0958E-12  2.9553E-07  5.8050E-12  2.1909E-11  9.7774E-14  4.3718E-10  2.1823E-12  2.1823E-12
   3.5   9.9269E-10  7.1964E-12  7.1964E-12  2.9547E-07  7.4567E-12  2.6093E-11  1.2985E-13  5.7421E-10  5.8544E-12  5.8544E-12
   5.5   5.5985E-10  4.8130E-12  4.8130E-12  2.9533E-07  1.2074E-11  3.3651E-11  2.0309E-13  7.8377E-10  3.7359E-11  3.7359E-11
   7.5   2.6883E-10  2.8604E-12  2.8604E-12  2.9516E-07  1.4582E-11  2.9062E-11  1.9030E-13  8.5563E-10  1.0650E-10  1.0650E-10
   9.5   1.1052E-10  1.4476E-12  1.4476E-12  2.9494E-07  2.2582E-11  2.9974E-11  2.4374E-13  9.0722E-10  1.2543E-10  1.2543E-10
  11.5   2.4924E-11  5.3683E-13  5.3683E-13  2.9431E-07  4.4660E-11  4.1093E-11  4.0838E-13  1.1213E-09  8.5176E-11  8.5175E-11
  13.5   4.7198E-12  3.1690E-13  3.1690E-13  2.9109E-07  7.9482E-11  1.0001E-10  4.6145E-13  2.2184E-09  8.0886E-11  8.0886E-11
  15.5   1.6905E-12  1.9508E-13  1.9508E-13  2.8161E-07  1.4433E-10  3.0208E-10  5.5264E-13  5.3726E-09  1.2844E-10  1.2844E-10
  17.5   1.2748E-12  1.6113E-13  1.6113E-13  2.6484E-07  2.2937E-10  7.0264E-10  6.8111E-13  1.0744E-08  2.2915E-10  2.2914E-10
  19.5   1.5733E-12  1.7471E-13  1.7471E-13  2.4238E-07  3.2210E-10  1.2541E-09  8.6279E-13  1.7575E-08  3.7469E-10  3.7469E-10
  21.5   2.6665E-12  2.3842E-13  2.3842E-13  2.1706E-07  4.1539E-10  1.8860E-09  1.1099E-12  2.4732E-08  5.4841E-10  5.4840E-10
  23.5   5.1895E-12  3.7329E-13  3.7329E-13  1.9040E-07  5.1828E-10  2.6332E-09  1.4683E-12  3.1454E-08  7.3408E-10  7.3406E-10
  25.5   9.1545E-12  5.7218E-13  5.7218E-13  1.6311E-07  6.7430E-10  3.6640E-09  2.0961E-12  3.7049E-08  8.9197E-10  8.9193E-10
  27.5   1.3423E-11  8.1434E-13  8.1434E-13  1.3542E-07  9.4906E-10  5.2589E-09  3.2928E-12  4.0755E-08  9.8607E-10  9.8603E-10
  29.5   1.5720E-11  1.0585E-12  1.0585E-12  1.0811E-07  1.4525E-09  7.6290E-09  5.7064E-12  4.1710E-08  9.5243E-10  9.5238E-10
  31.5   1.4719E-11  1.2716E-12  1.2716E-12  8.2369E-08  2.3431E-09  1.0540E-08  1.0544E-11  3.9452E-08  7.5393E-10  7.5388E-10
  33.5   1.1500E-11  1.4773E-12  1.4773E-12  5.9857E-08  3.8329E-09  1.3257E-08  1.9055E-11  3.3772E-08  4.6823E-10  4.6820E-10
  35.5   7.8972E-12  1.6877E-12  1.6877E-12  4.1706E-08  6.0880E-09  1.4617E-08  3.0962E-11  2.5362E-08  2.2787E-10  2.2785E-10
  37.5   5.1652E-12  1.9023E-12  1.9023E-12  2.8456E-08  8.9760E-09  1.3423E-08  4.4995E-11  1.6511E-08  8.9667E-11  8.9660E-11
  39.5   3.5402E-12  2.1700E-12  2.1700E-12  1.9296E-08  1.2033E-08  9.9539E-09  5.6735E-11  8.8818E-09  2.9519E-11  2.9517E-11
  41.5   2.7437E-12  2.4396E-12  2.4396E-12  1.3154E-08  1.4232E-08  6.0177E-09  5.5552E-11  3.7067E-09  8.9552E-12  8.9546E-12
  43.5   2.3952E-12  2.6588E-12  2.6588E-12  9.1077E-09  1.4908E-08  3.2585E-09  4.1115E-11  1.2625E-09  2.7619E-12  2.7617E-12
